id,label
bcd18da6518e1e92895501d2e64dc32c5c9e2c15,0
4b97d44e86fb46c8a3063a5723c24cd13a4b894d,0
a74a8790306d238041ee68b1b69e41aab7da1d3d,0
eecef772f46009921c3a651afb9d6bc4e298a204,1
a146e904c0bc69f7c86974b8acee469ff41f7f06,1
7ea3ee0bca795d28cd69c2afbc1f93e136413506,0
d430b2e819f905c67c5fa1e897233e4618d4ea81,1
c794a6ea13d8657edc0d30d97815ef9dc0a1ac13,1
686c5e49ee78735ecbb0e90b75013b4ac585e965,0
b886125e3e3edec43e36de89838759576f64852e,0
539bc9ead2e05c89b718dea0ac5b6e148e2cc207,1
a3d856f751b6526a71fab94f89fb84f26056c493,0
79dbb9c6905c6114f3b89f6a93ea71fe142e54aa,1
fba30a68803889ffb385d21b80e870d66b0a35e8,1
84920ce0a2f69b3271dc2b018e92285887891e7e,0
4ac8c204ef046f389ff284024c5ca64a05bc0b54,0
12851425ba57124aa85152c75f6045582e435ec1,1
70a128071608e1396a33a5dfcafa80f8a19ebd5d,1
456bc516df5c32f19eb0bb6c5a0d554bec811836,1
57cd327653c4b08f636fcc0fff0446ce09a6bc30,0
53a10e9fef3bb7cf99e29649eb2d36e0079ceb24,1
30f4a2cfb5f57f391fd462c3fc4b9644d56327a9,0
87f90a689fe0ac185ba8220a4d9a24d4d9ec6f3f,0
6ee74e47d317dc0c731b12f32379a620b56d2276,1
464dc266cc67edeebaf9d2ad77cd54dcf0dea4c2,1
2630166f1f00968e2e3f192a2bb83c866a7b42da,1
80f918573e078b119aeb00c5522868212f770894,0
feffec24d09f3f49d7055de7cdb04a4ad64ae88b,1
73a46aff1b8f0e65f0a3a8b892118f09835d1829,1
b071267c9e72820626c0d83bb22e34506a894144,0
303ebacde608c5cdbd84d5ddbb8dce4ec77c39ff,1
b5cf2f05e809814d0f19b690f75a26990ee96548,0
76fcbe0d5b0e581e336974326bc30be38d49ed5e,1
57db8d2c0b91c521e4501ea0911a7e0900ab1b54,0
3e14ae4ffd9226d1c0c0061f4b103e65da5ca44e,0
30f33af7c3f716d82b323ce63baa707124054d0a,1
acbab75ef1ea461aa849dbed10ed10a167d66ebc,0
c4d6273b1bc216c62cb2efb90c48fd9d9e342fa5,1
b8aa2c82cae1b9506e39274700aab4ce4912b861,1
050f92e6eab4b3e1551a55d786b0dedb1e6b046b,0
d6df11286c198c586931aa17c5a793c92d9c9d49,0
043b10d348669db0881164328acd0cb9ffe10f68,0
a8a541479be951af4a9a035e90fa5572e53bef00,1
641a69f4080d5e905b7b9d212ecad1c914281029,1
079cbf54c6a0e4a3e932bbf343e3a97ac2ce9c9c,1
61d22b30f43835b4d3fad09bf51750a512ab81f5,0
8879f16a1cbcab627241977ce6fa7543c270dd95,1
703d95b644b9b4e9d301174b44d5afd5ce20faed,1
05203cfa1283f4bae26a93e24aba5f85c61aa2f5,1
327eea12f377d291e8563743469ef5b65910c2b6,1
ee4f5c1bc30c2962a66072310d5d7be5eeedacdf,1
e545b56f4bc29d64a3684199144358a0d5a9f35c,1
fcf523c703979e6d9d1db800bb17addfcde48d47,0
116d82cca42edd8753a3f4b7efb22e9e37ac722f,0
87f5859d399d3eaa0ea2fe624b58ecba01d6d5ce,0
6d3106e4f77826d80f5be191b3539c377649e3ac,0
41c27aa16e80159d85e2f65105b791a05cb83dc6,1
5a860ebbc9720e5385e6bd66a083a7f041fe3a0f,1
cf8c721df4ffafb8dba2fb64c5908b44b04669b2,0
923061e18648e262c18dd8f6de754ec5cbf5bc3e,1
c16d547d08de0a452fde3da66f6c1633784af1ad,1
f72aa4c81e50ee833ccd9d3298cdfaa854551886,1
5986ba253643149d8337519e3397f0d182d3408e,1
1a5350c6cd98459d1d793706907912fb6beb01fa,1
279ca2084d92c4ee96bf2ba3d77ef64e4f0a1500,0
77f7ff5b7b8c2ff8c5c0ffd2d1ead3353d61e87b,0
c226dfb3c312b22a5e109f5e9950e49769353eb3,0
96844b1c9517b6f9d2de681c992d3b2c47e0e469,0
71296f01c383aecfd85ef5cb4b5d1bdaf543fa3c,0
f8b20d4c3cf0a4ba34a8b95dd192c025c769a605,0
9ef038b5c7ac413736471b0a2be2876f5d431ca4,0
136d7784820f36c0095e9a01e851f7f453da5543,0
3b8abc61805b930579eb1bdf22b4de8192323b1a,1
641022da54632a32da6119124b7203417a6d8675,0
2e9db49ab13b85edab7dc3817c9b90700f19d3e9,1
3ea8c0ce7c7562387d6bcf742be2c474753a4fde,0
62ceff02f91f34189c72553c2bd4dac62b16eb7e,0
ad9baa36ca5851ff321ad75f577007afcbcc43f9,0
2807c989603c30aa198653423c8b52ff96e28261,0
4277a9c9c40af1a722065091a144a2feaa546f8b,1
d91db65feda45457d1335fbc33bdc1304aca8322,0
f9cc7f48ae05d38909e60df3694e6d00d5def5c9,0
f81fb7868e55b98f94ff6ba14841e9bc778420f0,1
29e366de6ed8ab900833bf833fa922eb178f56ff,0
78869af1dabbe7276d7a69a400137364fd9de09c,0
0f9997ad802a393d5a61491e2ffdd8e13c5377a0,1
78554725965a173f06d963afe4e83119479ca379,0
6f6f4e150aee60206b7982a8e7b85d0f6ea5469e,0
6807484c7b2dd0a3998411b537e755eb059feb85,0
f83642757ad19e63d180653ead0231e3bf97701d,0
6f3f717f028a6af250e6abea4e4ed045a1af38c6,0
6e90de1fe713073d7574ebdf6f9b790dbb2d278c,1
564452cad7657b6b1a755b01ce3154d054c84689,0
40690735dd23d7ee3e3e94677bc238b41e4d5056,1
458587edbd6d957bf543b7a5ada470685e994caf,0
d99c78ddfbc65053208a1de149543437aa8b1e31,1
ce0ca6069ae039bfe101d24d99a7441d21691e48,1
4b23941f5e3c7b0061ae7354169f1440a6417fa7,1
d2d9ff3cdc5145109cb1acbb43251717fa01f648,1
76dfdb56f5ba2422e76f0d3e0fb99b441f4399e1,0
797be58f38a8b7a0626dfe2d2f2990ca99b272b7,0
d4e99ff573ce750bb6206bd42b585c62d14356c7,0
277385d8c5c283f97f66b655e4e3f9d4a049cd1e,1
b2db63f200a524a289dea703e6d023ef8fc2ea49,1
d455ae195376ffb34d6b8e3f82ae6fbfdb01482b,0
b5aa0986d8f4ac59b715a8e3a2fc84d970881a45,1
944a0c44d17285c0740984d0df49982df17c3d02,0
a015dc309453814bf086d3b2544afef1e9090102,1
0f26673ce19fa9a5bd7aba834ce40cd33f4f5302,0
1ad12cecedfbec74f598e9ff8e796d920db383bd,0
cdcbf0851168a5385acbac8fb0f8f77f38d542ab,0
cd46dca2dc5dd0685586bd6c25ea862d7ef64430,0
fc80b2d74559617081fbcaaab311abb1d03b78ee,0
8583489e6b4f7736e7ae343fcc6ae35d6f1406f4,1
4444fea45ca68c1058c820e263664a73ee496d66,1
24d49f538222c0b59e295ec314fc800030b97e19,1
90949cb69289bb89a2585b7fa933829e2944fe15,0
38e289789959fb7eaee10a43ca0501660fd26b6e,1
da55ba5fef40f22e06c36941d29c99ff092f6ee9,1
07d545c42ac3fff4803bf712e0afd1e559badd0d,1
8e81799535f465021cca90153fa33a6829e4de37,1
6963f9c29c0c818bc2cd0a21f218f9fdb4832d0a,0
5961d28107ee52144e2736879ee2d07096db05bb,0
ebe8012d370e5b3a4acbefa4fbfbf96bc5bbe00c,0
1d0cccce8499478485b70e493197e200c3954d05,0
a8c80936aeff624a1c1ba67e195393bc8609762e,1
27015e38f7a47750b2b394b3d9bb97456047c696,1
f1e9aa98167f6f4ff00cfae46efd4f7c6e6ade8a,1
7a182ff10c28cb20323b1d207eba965251cebbd8,0
f0be0b5d5e9d2de1c2de8e687d2e4950df7bc49f,1
243c983438b82fe6a14caa284f3b68000cda666a,1
705ecc83d1dac4227d616d45db85e23c6df59beb,1
8c9e6606f5450d1745742daa0970ba049355ed29,1
f9a34061d79fb2408ea9cb737a3599ebfb2655cc,0
f96831fb923c5c7d50654877281b9638511c4cd7,0
4800ef06d6e04ad6cfa55e000c7a5f8879e9d47a,0
2599060323684d2da73d495826aedffbf13b31d9,0
5593b3d966e4017bc5c25fe933cc3dc0739e4982,1
7130d7765e9ae2c6d06b48219ecaf819d015b32e,0
23893835b13f99a7707cb5a45e92c2ceffde6abc,0
43083bd2f695bfc4dac038fc2201dfb52b76747f,0
f662a4bd5292928195904f17d7de6d979d7c772b,0
f2964403a37753301c267ab1f2deea300776eb7d,0
0d2639461d44fe81c81d4ed8f93232177874f18b,1
5bc382b5ddbc00abe2950f20df132723487f6042,0
ead014559a96498cdcfa0defb300527a0c9d3722,0
0d57ce08cf9610c8a93f841a4966452cac06e342,0
2bc7b2ca56cba30b427ee2dd0bc6a914f073818c,1
5b6f9a8f6284bddc6f75dee42f3fd41dcc1a1185,1
ee3ea80593665a1c2b54c9cb43c6e5e4dfefd3ab,0
49c39ec0624730da1966dfbc66021c2f8fa47f9c,0
a655a1ffa0d2b5404bbbf37cce9298fccf4d146b,0
0d222e18271b116335868c269c46db89b02b5cba,1
57d0cc5b34261b8446aff04430dde43ce828a09a,1
c3dfb3e4095bc45514a45c1cee1bb09605756daa,1
6c9ab8731544adb376b679f7ba82b1c8f8f456b2,1
37fb925834cfa2777cf4c4b685760fd1245f39b4,0
139c85696b6ac166a91f2ebabb4d330061641017,1
f942df44154da007af74cb2ce9c79ae867dfc4a7,1
b8f9447adea25322fa2d955d938b092e56ed156c,0
ab3b12ef200ee910d8dba030209dcfb827d1edab,1
f7d2bb1fada4d9f0cce2a264a041f84476cd8202,1
7cfe6ebfe2fc634204fd027888064a721bc0a4a8,0
0f1edd9f3436a1267f7a97b043372fb4734869eb,1
41f05f80cc9d00694022371b0da8cf550ee4ad17,1
55c8811196c3fceb61f1fe6a5c37551ae9d5c891,1
a37ba3a58f646d3dc20368cdb9589fddde48f292,0
161da3264bdbfb3d5908f7fc9be017ae0b69805d,0
02b1d8dd3e603ed037075e00a6732f118744b4d5,1
82f962bd051a6831dc7960d97b9d7edb99c8603a,1
cbf98aae40e2937075819b1f1ebfd8c82ef18c78,0
538ea1831d8d399faca857f3a4b4e760b8f4de38,1
2b44ce7f5773ab9474ff71021a09147c3e4606f3,0
3f1fc9cc68c7ececdf84adf0ce272c8b37e031da,1
88bd11205cab9bf20092bd763c1202ea2f9a3071,1
6c7a039803e887e05a689f5c9f37e3b37b7f5a48,0
6db5459d748359602dfffb1b0ccb24d831f44861,1
35afa3a1b5e017dbc0fbba667d5c56cdd3c1a4b8,1
21e5bb37b4cab44e00ca77bb66a0b2965f8642a2,0
f9300cf69030b4e806086e63021ec0dbe58c91db,1
49fed22753bff1b322a4ebf43a30566596d29a65,1
2c143937980ffa6f0e0314ab0aaabdc702519890,0
41b07d9aef8ec68a565d33238e5b9977fac6ffa1,1
b8fc341430c445da38e90c40ce48884dda73f130,0
41f9ccf907888a769dc99079abd50e55c08a183c,0
19efbbc5aada7782bfb38392a007a3b28c56a0d2,1
4f411f9de5a98f6630da0505b2ae55194d933ae4,0
14377c7453ca2be2df17c9fe1d2883b4dcae9d53,1
faf19b80e7b2de57f316ef1d97fead8e0119b0da,0
39a011b1aecc8453a7e89095f464276f3c7e461a,0
576db3ae74276da43ba6c179ab1cbba9809727cc,1
96d00328976aef0197759023db10fc9768d893a5,0
54a6bd61dd96df3e3317e983fe56513a46a389bb,0
5a0d2579dcc0682364c4b38198808d1e73f8bdd2,0
910d696897016e11ff91ff58cd12f1dd7fae05c9,1
2ac19ebefe8693a76eac76a8fd46e8f0bceb8c72,1
53be10bb8bc73187b20043a76b033b15bd3a3883,1
50730f4c4a68021edcd45db0b5d28a0e26fbb6c5,1
4695bfe6ecd1e53bfd6135fbaa11a3580bef6f3f,0
5a8b7e8895afd86b01617289f5f1c3d81a1d596f,0
3d6f65c33d4a83af63d27a8679eda9745494c121,0
17e7b00adbd222a5a6f06745a2cf9ec3928385ac,0
dcd8824f5428c2a715a167a47d5fec43443bde05,1
85b50b03a9fc1f5f69ef94603f7be62719e210f3,0
da3cc758b9f0fb76464044fa792337babcbfc3b8,1
495b5f4ddef90ff98f054ee3a6ce7dea9263f5a1,1
5c2ce4e387b5336550cfbda44bdf22ec003a55d4,1
20f93dcb4634295d1d40b4141dca052382815c2e,0
ef75985ecbdb65bab758fd73c44ca1a1d7711515,1
e9d2560eef806eb4f68f3f0e3001acb85c3a6d25,1
1b3d4f943945bda02472b31ffd9fafb630aaed1e,0
141fd71b7f4958e7eec3029fe63e3bb1f9c04332,0
010fd1d36f89041a6ffca32e95ea70ed43211e96,1
addbb225bce6192e164c1aded75557be878c1617,0
73cdb6fabe63760c3610dac9b1d605955c11a273,1
e90e08d36374057ee3a058c5f8cbf88599fbe54d,0
fd0aa9cc3bd04cc0080460c646493b09048905ee,1
c72a802389ec98b664e7943d6f71097242928a0e,0
ef5a70a3b7ded79e5b080395ae95daa26b7abb90,0
e008e1a46b0d6f9d623bbc83a364feed27f88d7e,0
306a57d506480f0d8d4ba57a6c6f491016361ec1,0
394efa4b804979b82fa4ddf17bdd812d1a03371d,1
21681584ff2f6a49e0fb514d6db2b65e26ef6001,1
2f565365f2674b6f4e210310d96aa0f7b91e843b,0
b0af0f2e106badfdbff8b3c517278007db23e4f2,0
66519391aacae9e07241fd6ac71632664782e7ed,0
ddbda98d2f1b363992c5bee17156641083e56496,1
a15b19634db8e8061ebb678c066c1375c6e95e88,0
92d621630f24c1e4ba31141a89a4cb6b8439dc63,1
2463e5fade3f76b434fe7e208e4bf5ebdb5858a8,1
94f93a509c472e109f01bbc70b211492b10238d2,0
5d7a52cb1dc35a21addc95a2474588620ed05236,0
1c9196cc3ed5e2021706fb0f354c8a6fbc110177,1
6a86bb64a115c708e46f9666f475ad2ac02faf0a,1
941e993f13b2cf37ed810d9eefbcdccf1fc1163f,0
2d42be687433cd190fbe8373780f45d892a32e4b,0
89c181d3e30cd41cb9ade9dcab80665b74f81593,0
db737f9ff5d989cb73bfc9de7aae0bb7daa393bd,0
c747f490f70846fd91e1b3e79a8137ef8a88c41a,0
3d7886bab9f9b730f1ec7dc7cd4f240d3b640a92,1
91c81d614403b2b43910493d6cc5237f306cbd72,1
af1dae6d6d8aeebf6305757657ac8c07ee49ec1f,1
f9ea3ac056f7d97f4a37f7b32dacdc5e6044b9b2,1
81744f9a3630504f3ee4abf748a916d5ba12ea88,1
5721ca5963d519b0ebde231342ed579a79f546c1,1
c4e9b139bf8cc8d0e0449381d7871e0116886e41,1
e35e13da325640a256be7f322145bf96e9127cb7,1
b031521e1d1c1c1e1ac87d6d625d738fabf0f59c,0
fa85b718d9497fc84d10dd390a3a0f63f0fd5e4d,0
4273da6b32588354e13abd8b096a32abf40292f2,0
33c06f673c569b4e134fb52d3791d28014f473c4,1
bb63f10343343b07fdd7febb6d783525f79d3d41,1
bd5c83da43c6786c9c628c8313cb73706df665cd,0
02b538ec4acc6ef2de9b8482603c5bb053dc364c,0
eda75fe64df4dbca67872bde13786a8cd8ecc792,0
86ddee4ab193e04a36cc0213325a3cb1d80276a9,0
2ec1ce7ad6890a636e16db871dbd1a1cc0144229,0
f7b659722809605c563fdde1fc25f151cb125dd8,0
4e597a3f07fc7583d462cdaeb36e8ac07ae7e81b,0
db2415ca43d03abc1ba4d6b6e4e96b11e4f90dfa,1
8a7561bf16b1823c5dba758f17e15ed8af43b3ea,0
2ce167a174a6786ce0259159c55e75b98f3d1672,0
84f6caf5034b0fda133a059c010b97069e5a1892,1
392a05f642285fbc3d206ed56f201beb2448966d,0
e843e72ff3f1fd9f571c830613d4e38776ca2a94,1
c1b7aec41b8d18ebf0573b1f61e81e7853a63360,0
171682d18a00ae2f3103995dfd25c58bb840802b,0
d9547a80211840177e0f8d79bcae0557cbbf610d,0
1def716a2d7131fdc595c055d03906ecb57ccf87,0
770e4d5d692cf00b5ad5ddfb793dd7c78fe17504,1
9f5d5bfd524ed6a049676207555aadf8544c335e,0
01061ad5073cfd1299141651c438d748adfb2640,0
61137a47b43e0fd86eca4ac2618e4eaf192f1d31,1
397ce0eb1d78372bc9223fbd419a7dd069ae23da,0
4645cd75d5ad24959e56d5f4c21754f541a6615c,0
a7bcde3d7bae40fc7c244dec882030a151f78756,0
298e21a515df2b772ee59f711ce73155f5b44c01,0
715ab9b2331b39cd33e118ed81852fdbb9f9ff0e,1
87152a7c7a4c1ec5f7091f8dd5898484f3f69eb0,0
22827d40e59bf6ec964117492fe219182790c253,0
0c84feac2f9b638940a2773c885525fcf8ce9cf1,0
1067bf29e2f81f3b0daf26c68f79687cb27ee9fa,0
010c559cb94d65c82cf3f8eaba58f1f67ad03fe5,0
8655b3baa9e6499407fb533820bbdfd2fc2a6100,0
af2fb8efdf5e123645fee88cbc43a5a06a905949,0
1c30b2e7ffba2101048a896c27c01010bca4d498,1
1730986e7d80d7bcbf551172bcfc063fafe09f79,1
581d77e7a3b62e98e934e81949a855e1226ed1d6,0
be3f48bec50bb87951c837707439627531201b2d,1
ac023cd38c43f1d253162d2554340550a235f9a1,1
7c65dc25e77cfd908c47afe81c0fe5b7261760d4,1
992190e0e034e111c21ffd1ed36b9f4a054cd33e,0
ad10e88401828abe3b5e85e0df3351c0f4e4f043,0
747fa46ca660faa28697d864398d390ebdb42f63,0
94f1d8d437b007557f284220646ec32c877d00ad,0
de805cb56db9c15ce91cb090a30c06c2aaabe268,1
06b4dc01b1488d1b954aef932dad5489b08153df,0
9404fdb80b13d82b61372266120446c69fa76e80,1
af416653d5c96550c41ce61b3144c32ce497bd50,1
bb5b0c3f42bb9f3eda31fa9e6ca4794b791692c7,1
b042beebafef2d2d609739c7aa57d7b9e2dc44c0,1
3a5c8254eb0d067ef760757b9afa22480b40e709,0
7c1286686163f0fa768ceb56c6b10a200cbcf3d8,1
437d0bc5386db68f28939d5212eb555f7283b6c1,0
0532a7b355a2ae0af4587f5a836895cd8bb5d41a,1
949601b419434261739b991eb39b1a0b01ca4ad0,1
2722d32b12adb2fcbbfc2e5d87317b3364e4d7cb,1
53ff88c955360c03dfd7d33f75f1040191dec799,1
72f0bd71c78c404a17aff0bf8e616eb8a0d31f84,0
3e4887f834f98b6de494a35c7d945e783ff350b0,1
03fcbd6cda81304e64338498f5cab5137bc19cba,0
eac369d435ca1b5b7ba2936b738e7b0561eb105c,1
b18accc682f61195913146a09bf17d9672496afd,0
d000a391affe3ae6954ca35b3f967ca942b4231c,0
fbdca61fc625c2a8287dd217b358710037146c50,1
3077bd2a5e85aad1b63846ad8ea8fb561efca41f,1
8106ae8de233028ab9490c1b6a9b38b3fe364a4e,0
ff0601a16680c09f90055bcaf5484a604ecc7ab8,0
2318cc2a1d6f1da95be4244fc4024604b30b3e0f,0
8c102540c76298e6dc3f988197ab6a6b2ff8774d,1
edd91a1042a0174b40a71ee962d2bfe546fa642e,0
79ce26a6e687f902b06945471bddcff13d92cea2,0
4872315e60812a5481b378edc1fb361381113e56,0
35dbe8ceab6e62339eb7293122b99fbd50d15e4d,1
af9d1164020f3b2d56a58b44c0f0979571442374,1
88887d56d625f687614c12cad3e9b64bda5d1ca2,0
26c94a75b7dd6178a2f3f449bad7eec01c149255,0
8dd525fabc41a4407f87543c2a7a0999319a8cf0,1
f610226b2257d88ffe133b0f20b3623b81be1733,0
6a1b0f2c79de202c96dc167f8c965d329e499687,0
92cff95de144277347edfdca35fd545573ec8b03,0
7973b457d6481fd576edcd6660154143fba7bf5b,0
0977e85a8aea8ce163b357ca42b1bcfef924afd0,0
0fdb4155c0f6a82c6d414bd5aff2b1fabe8aa439,1
d71be7c6086c6326092496cec88ca65d8fa354a9,0
c0d9d1df1b2c8fd4bde3a61d799d49c5875e6861,0
cbc83b79ec9a867761e31a4b32871132ecedae4b,1
e553490f41430d8be7dad92c4d9b47e0d02ebbb5,0
7c6bbf2163c5cca1de7f684861174cc011f0bc24,1
0d5c0cb3c049903b40454afe22effcfeb7e5e8f2,0
1491c97527b43094301b2d6b66bbda54ccaa8fef,0
8554e53054e9db70c88eb3812c5c7b72bb6a27c4,1
2231e3dd21f4352742f0082ff74ace5f704a6be3,1
dd5be9c945933b881af402a258671b6a33ebf6fe,1
3a39dd411dc02d35b445cbc1c0bd36063388c793,1
68161e48fdfc64b245997e9dd43db4a6957a5423,0
9f6c6795cf7c227eb1bb25ee6fd0b9943a96be98,1
0e7c97d6a2d5d3240f2d069fb22efc63d468823d,0
ec0bde2278c50ade4f05b8a37a66008d780d9671,0
d17c4afc98bbb2ace5f5889e88ab6325c39a1702,0
db9eb65a63138daba562703e24dbe3fd2f541f0b,1
65392d26a69f016a3f21b906f67b08fa92e5ad7f,1
267a9c4fa4f4e23c473f79caab73f805e3145b90,0
4c62e61bc165971fdf9a8e622233068e81e9e4ad,1
e371867c37ceb16d1d0ca4a579311aaccf9da9ae,1
5f1a7d8c2fc2fadbe876d9e6b8d51bab0bc530ef,0
4597970a6bcf5b8ec6f487e4e8a69161988c0ee0,1
46d87ae34b97abbd15de001333e507e1b5adb7ae,0
9a73971e37799b7279709cee9a8f980cba40cf0d,0
162bd28a7ebdd502d54360cd43438f103c352ab6,0
5457a4bdb71ba2b87e8e5d26010b95a345bf8585,1
0f4b16761d622649f81d653e5c4e3ab8835dec1f,1
9bae98cf88cd76275ecb0028055c943ed36d0fa0,1
2bfb6592caf482b1c54656263f19e1cef76a775d,1
0a695e91d5783cd69a3ab48642e42098287c7ab3,0
e4d0802f817e7bc7251ef3b9a92753b8df50f5f1,1
3f413ec447b3100c481a595c69eb38a032ff03fb,0
e6a5770a9ba8585d8b652e61360df4b311116ff3,0
5b030b506df584d84bfdaedd01386cd0cb1098c5,1
c0d207075ea845effd15edce4dcd167c24944d27,0
07c09d3762b7e763df53d94852eed0e27b07e2d5,0
015b7a9a03c8279158cbae158252c454d6d9cb39,0
432eda72fe0e531e2d18047d4ef9d763538cd1d7,1
9739d3ed6f236c6903dd5c2ed894ae3efc21b4e7,1
fd9be52a256ee0f4e0aefdc3048be0961ae79325,1
0e5659d9e9bef8af92202e67a5901786b6a69e1c,1
045cf78202cd93d632cec1d3a43e5fb57dfa06e1,0
c538b27664c315cecf83b2ab423e7673384c26e1,0
a1108b001571178a5d27ded2dc75a9dbc5f767c0,1
0ca71a27d0941774523dbc48f05727ed774b4c44,0
2c1d4ec1ef0b017bedb14b83e7724f6cd364522d,0
05fc0d06e9084ef7822cb8202de1c8d27fe2376f,0
118b8fce5663d15bb69310561cd7e371540682c2,1
ff3a09dd21c80aaf67053f7d9f6ab61404f139f6,0
9b492c77b25f1c86cc4797150a307e6522975a52,0
7e5d94554bcb323dd5adc294e8d84a67d8afbaf0,0
005b40ca27e1ecfc88705830e04ecd4df92e9a88,1
a4699d3f6ebbaede06cfde11db0bb1ff69d4d1f9,0
cd30663fd0c64d6fdc52a07e438a16a9109376f9,1
e9c97205763937845d7d6946bb2e67d3cc4dbbde,1
66eb5dfc397d6fd961b8a0230c32879839996bf6,1
1ccc6e965886cfc5889dc6c2e05a53095af638a2,0
40a7bda7c7cae62bd236bd514456735b0378361d,0
e543663cb2daba162301d95e87da739477cf2644,1
710a1d63e2ca01f5a28840ceedd335df9f7194a9,1
e96e2fd7726f5b8ba9db96114fb167aaddcc1823,1
064a70a6f9d38eaaaedb30ed0a66a5b31a6c9f05,0
eed6b634093d72445abf45871a500c8dc3ec0162,0
a998c9f16922cb252287c69a68852f5a70e6a6de,0
b478a12f352773bf009c15a04be525bf4b3971a7,1
fc742f4f8e74390a4212048cfeaa57309f33e469,0
bb5b954d6fe171d453120ae44d46c13538f8f0c7,0
d179ee57bb36dd811d774f83a35ea22c92492982,0
58f25ee18b40ccb107a60a1de52668c352cdb887,0
90348ce65c0f200196b3c8958be2a7541e1da896,1
3f547ee72699bb1b1f3364bc470e926c5f9d0988,0
19a811926e26dbbceb4919ac21529d3169596dc7,1
c302a5e382e40dd3963e0202c5ae60dd096dfe3f,0
cc5ced51898e6e4bcb1c0182214fc9c1ad784e87,0
4ff081d45a616329c309f0ceb514e74693269424,1
45c623d221b03a3997eac7614143434d56ab0158,0
ef18e800f988f91ad1b8dc282d96074e06804531,0
